question,answer
悬颅穴的定位？,在头部，从头维至曲鬓的弧形连线（其弧度与鬓发弧度相应）的中点处。
悬颅穴的主治？,"1、偏头痛。
2、目赤肿痛，齿痛。
3、軌衄。"
悬颅穴的刺法？,平刺0.5~0.8寸。
悬颅穴属于哪一条经络？,足少阳胆经。
悬厘穴的定位？,在头部，从头维至曲鬓的弧形连线的上3/4与下1/4交点处。
悬厘穴的主治？,"1、偏头痛。
2、目赤肿痛。
3、耳鸣。"
悬厘穴的刺法？,向后平刺0.5~0.8寸。
悬厘穴属于哪一条经络？,足少阳胆经。
曲鬓穴的定位？,在头部，耳前鬓角发际后缘与耳尖水平线交点处。
曲鬓穴的主治？,头痛连齿、颊领肿、口噤等头面病证。
曲鬓穴的刺法？,平刺0.5~0.8寸。
曲鬓穴属于哪一条经络？,足少阳胆经。
率谷穴的定位？,在头部，耳尖直上入发际1.5寸。
率谷穴的主治？,"1、偏头痛，眩晕。
2、小儿急、慢惊风。"
率谷穴的刺法？,平刺0.5~0.8寸。
率谷穴属于哪一条经络？,足少阳胆经。
天冲天冲穴的定位？,在头部，耳根后缘直上，入发际2寸。
天冲穴的主治？,"1、偏头痛。
2、癫痫。
3、齿龈肿痛。"
天冲穴的刺法？,平刺0.5~0.8寸。
天冲穴属于哪一条经络？,足少阳胆经。
浮白穴的定位？,在头部，耳后乳突的后上方，从天冲至完骨的弧形连线的上1/3与下2/3交点处。
浮白穴的主治？,"1、头痛、耳鸣、耳聋、齿痛等头面病证。
2、瘿气。"
浮白穴的刺法？,平刺0.5~0.8寸
浮白穴属于哪一条经络？,完骨
头窍阴穴的定位？,在头部，耳后乳突的后上方，从天冲至完骨的弧形连线的上2/3与下1/3交点处。
头窍阴穴的主治？,"1、头痛，眩晕。
2、耳鸣，耳聋。"
头窍阴穴的刺法？,平刺0.5~0.8寸。
头窍阴穴属于哪一条经络？,足少阳胆经。
完骨穴的定位？,在头部，耳后乳突的后下方凹陷中。
完骨穴的主治？,"1、癫痫。
2、头痛、颈项强痛、喉痹、颊肿、齿痛、口歪等头项五官病证。
3、中风。"
完骨穴的刺法？,直刺0.5~0.8寸。
完骨穴属于哪一条经络？,足少阳胆经。
本神穴的定位？,在头部，前发际上0.5寸，头正中线旁开3寸。
本神穴的主治？,"1、癫痫，小儿惊风，中风。
2、头痛，目眩。
3、不寐。"
本神穴的刺法？,平刺0.5~0.8寸。
本神穴属于哪一条经络？,足少阳胆经。
阳白穴的定位？,在头部，眉上1寸，瞳孔直上。
阳白穴的主治？,"1、前头痛。
2、眼睑下垂，口眼歪斜。
3、目赤肿痛、视物模糊、眼睑睛动等目疾。"
阳白穴的刺法？,平刺0.5~0.8寸。
阳白穴属于哪一条经络？,足少阳胆经。
头临泣穴的定位？,在头部，前发际上0.5寸，瞳孔直上。
头临泣穴的主治？,"1、头痛。
2、目痛、目眩、流泪、目翳等目疾。
3、鼻塞，鼻渊。
4、小儿惊痫。"
头临泣穴的刺法？,平刺0.5~0.8寸。
头临泣穴属于哪一条经络？,足少阳胆经。
目窗穴的定位？,在头部，前发际上1.5寸，瞳孔直上。
目窗穴的主治？,"1、头痛。
2、目痛、目眩、远视、近视等目疾。
3、小儿惊痫。"
目窗穴的刺法？,平刺0.5~0.8寸。
目窗穴属于哪一条经络？,足少阳胆经。
正营穴的定位？,在头部，前发际上2.5寸，瞳孔直上。
正营穴的主治？,"1、头痛、头晕、目眩等头目病证。
2、齿痛。"
正营穴的刺法？,平刺0.5~0.8寸。
正营穴属于哪一条经络？,足少阳胆经。
承灵穴的定位？,在头部，前发际上4寸，瞳孔直上。
承灵穴的主治？,"1、头痛，眩晕。
2、目痛。
3、鼻渊、鼻衄、鼻窒、多涕等鼻疾。"
承灵穴的刺法？,平刺0.5~0.8寸。
承灵穴属于哪一条经络？,足少阳胆经。
脑空穴的定位？,在头部，横平枕外隆凸的上缘，风池直上。
脑空穴的主治？,"1、热病。
2、头痛，颈项强痛。
3、目眩、目赤肿痛、鼻痛、耳聋等五官病证。
4、惊悸，癫痫。"
脑空穴的刺法？,平刺0.5~0.8寸。
脑空穴属于哪一条经络？,足少阳胆经。
风池穴的定位？,在颈后区，枕骨之下，胸锁乳突肌上端与斜方肌上端之间的凹陷中。注：项部枕骨下两侧，横平风府，胸锁乳突肌与斜方肌之间凹陷中。
风池穴的主治？,"1、中风、癫痫、头痛、眩晕、耳鸣、耳聋等内风所致的病证。
2、感冒、鼻塞、鼻衄、目赤肿痛、口眼歪斜等外风所致的病证。
3、颈项强痛。"
风池穴的刺法？,针尖微下，向鼻尖斜刺0.8~1.2寸；或平刺透风府穴。深部中间为延髓，必须严格掌握针刺的角度与深度。
风池穴属于哪一条经络？,足少阳胆经。
肩井穴的定位？,在肩胛区，第7颈椎棘突与肩峰最外侧点连线的中点。
肩井穴的主治？,"1、颈项强痛，肩背疼痛，上肢不遂。
2、滞产、乳痈、乳汁不下、乳癖等妇产科及乳房疾患。
3、凛病。"
肩井穴的刺法？,直刺03~0.5寸。内有肺尖，不可深刺；孕妇禁针。
肩井穴属于哪一条经络？,足少阳胆经。
渊腋穴的定位？,在胸外侧区，第4肋间隙中，在腋中线上。
渊腋穴的主治？,"1、胸满，胁痛。
2、上肢痹痛，腋下肿。"
渊腋穴的刺法？,斜刺或平刺0.5~0.8寸，不可深刺，以免伤及脏器。
渊腋穴属于哪一条经络？,足少阳胆经。
辄筋穴的定位？,在胸外侧区，第4肋间隙中，腋中线前1寸。
辄筋穴的主治？,"1、胸满，气喘。
2、呕吐，吞酸。
3、胁痛，腋肿，肩背痛。"
辄筋穴的刺法？,斜刺或平刺0.5~0.8寸，不可深刺，以免伤及脏器。
辄筋穴属于哪一条经络？,足少阳胆经。
日月穴的定位？,在胸部，第7肋间隙中，前正中线旁开4寸。
日月穴的主治？,"1、黄疸、胁肋疼痛等肝胆病证。
2、呕吐、吞酸、呃逆等肝胆犯胃病证。"
日月穴的刺法？,斜刺或平刺0.5~0.8寸，不可深刺，以免伤及脏器。
日月穴属于哪一条经络？,足少阳胆经，胆之募穴。
京门穴的定位？,在上腹部，当第12肋骨游离端的下际。
京门穴的主治？,"1、小便不利、水肿等水液代谢失调病证。
2、腹胀、肠鸣、腹泻等胃肠病证。
3、腰痛，胁痛。"
京门穴的刺法？,直刺0.5~1寸。
京门穴属于哪一条经络？,足少阳胆经，肾之募穴。
带脉穴的定位？,在侧腹部，第11肋骨游离端垂线与脐水平线的交点上。
带脉穴的主治？,"1、月经不调、闭经、赤白带下等妇科病。
2、疝气。
3、腰痛，胁痛。"
带脉穴的刺法？,直刺1~1.5寸。
带脉穴属于哪一条经络？,足少阳胆经。
五枢穴的定位？,在下腹部，横平脐下3寸，骼前上棘内侧。
五枢穴的主治？,"1、赤白带下、月经不调、阴挺、小腹痛等妇科病证。
2、疝气，少腹痛。
3、腰胯痛。"
五枢穴的刺法？,直刺1~1.5寸。
五枢穴属于哪一条经络？,足少阳胆经。
维道穴的定位？,在下腹部，骼前上棘内下0.5寸。
维道穴的主治？,"1、阴挺、赤白带下、月经不调等妇科病证。
2、疝气，少腹痛。
3、腰胯痛。"
维道穴的刺法？,直刺或向前下方斜刺1~1.5寸。
维道穴属于哪一条经络？,足少阳胆经。
居髎穴的定位？,在臀部，骼前上棘与股骨大转子最凸点连线的中点处。
居髎穴的主治？,"1、腰腿痹痛，瘫痪。
2、疝气，少腹痛。"
居髎穴的刺法？,直刺1~1.5寸。
居髎穴属于哪一条经络？,足少阳胆经。
环跳穴的定位？,在臀区，股骨大转子最凸点与髋管裂孔连线的外1/3与内2/3交点处。
环跳穴的主治？,腰胯疼痛、下肢痿痹、半身不遂等腰腿疾患。
环跳穴的刺法？,直刺2~3寸。
环跳穴属于哪一条经络？,足少阳胆经。
风市穴的定位？,在股部，髌底上7寸：直立垂手，掌心贴于大腿时，中指尖所指凹陷中，髂胫束后缘。
风市穴的主治？,"1、下肢痿痹、麻木及半身不遂等下肢疾患。
2、遍身瘙痒，脚气。"
风市穴的刺法？,直刺1~1.5寸。
风市穴属于哪一条经络？,足少阳胆经。
中渎穴的定位？,在股部，胭横纹上7寸，髂胫束后缘。
中渎穴的主治？,下肢痿痹、麻木及半身不遂等下肢疾患。
中渎穴的刺法？,直刺1~1.5寸。
中渎穴属于哪一条经络？,足少阳胆经。
膝阳关穴的定位？,在膝部，股骨外上课后上缘，股二头肌腱与髂胫束之间的凹陷中。
膝阳关穴的主治？,"1、膝胭肿痛、挛急及小腿麻木等下肢、膝关节疾患。
2、脚气。"
膝阳关穴的刺法？,直刺1~1.5寸。
膝阳关穴属于哪一条经络？,足少阳胆经。
阳陵泉穴的定位？,在小腿外侧，腓骨头前下方凹陷中。
阳陵泉穴的主治？,"1、黄疸、胁痛、口苦、呕吐、吞酸等肝胆犯胃病证。
2、膝肿痛、下肢痿痹及麻木等下肢、膝关节疾患。
3、小儿惊风。
4、肩痛。"
阳陵泉穴的刺法？,直刺1~1.5寸。
阳陵泉穴属于哪一条经络？,足少阳胆经，合穴；胆之下合穴；八会穴之筋会。
阳交穴的定位？,在小腿外侧，外踝尖上7寸，腓骨后缘。
阳交穴的主治？,"1、惊狂、癫痫等神志病证。
2、癫疾。
3、胸胁满痛。
4、下肢痿痹。"
阳交穴的刺法？,直刺1~1.5寸。
阳交穴属于哪一条经络？,足少阳胆经，阳维脉之都穴。
外丘穴的定位？,在小腿外侧，外踝尖上7寸，腓骨前缘。
外丘穴的主治？,"1、癫狂。
2、胸胁胀满。
3、下肢痿痹。
4、颈项强痛。"
外丘穴的刺法？,直刺1~1.5寸。
外丘穴属于哪一条经络？,足少阳胆经，郄穴。
光明穴的定位？,在小腿外侧，外踝尖上5寸，腓骨前缘。
光明穴的主治？,"1、目痛、夜盲、近视、目花等目疾。
2、胸乳胀痛，乳少。
3、下肢痿痹。"
光明穴的刺法？,直刺1~1.5寸。
光明穴属于哪一条经络？,足少阳胆经，络穴。
阳辅穴的定位？,在小腿外侧，外踝尖上4寸，腓骨前缘。
阳辅穴的主治？,"1、偏头痛、目外眦痛、咽喉肿痛、腋下肿痛、胸胁满痛等头面躯体痛证。
2、瘰疬。
3、下肢痿痹。"
阳辅穴的刺法？,直刺0.8~1.2寸。
阳辅穴属于哪一条经络？,足少阳胆经，经穴。
悬钟穴的定位？,在小腿外侧，外踝尖上3寸，腓骨前缘。
悬钟穴的主治？,"1、痴呆、中风等髓海不足疾患。
2、颈项强痛，胸胁满痛，下肢痿痹。"
悬钟穴的刺法？,直刺0.5~0.8寸。
悬钟穴属于哪一条经络？,足少阳胆经，八会穴之髓会。
丘墟穴的定位？,在踝区，外踝的前下方，趾长伸肌腱的外侧凹陷中。
丘墟穴的主治？,"1、目赤肿痛、目翳等目疾。
2、颈项痛、腋下肿、胸胁痛、外踝肿痛等痛证。
3、足内翻，足下垂。"
丘墟穴的刺法？,直刺0.5~0.8寸。
丘墟穴属于哪一条经络？,足少阳胆经，原穴。
足临泣穴的定位？,在足背，第4、5跖骨底结合部的前方，第5趾长伸肌腱外侧凹陷中。
足临泣穴的主治？,"1、偏头痛、目赤肿痛、胁肋疼痛、足跑疼痛等痛证。
2、月经不调，乳少，乳痈。
3、疟疾。
4、瘰疬。"
足临泣穴的刺法？,直刺0.3~0.5寸。
足临泣穴属于哪一条经络？,足少阳胆经，输穴；八脉交会穴。
地五会穴的定位？,在足背，第4、5跖骨间，第4跖趾关节近端凹陷中。
地五会穴的主治？,"1、头痛、目赤肿痛、胁痛、足蹬肿痛等痛证。
2、耳鸣，耳聋。
3、乳痈。"
地五会穴的刺法？,直刺0.3~0.5寸。
地五会穴属于哪一条经络？,足少阳胆经。
侠溪穴的定位？,在足背，第4、5趾间，趾蹼缘后方赤白肉际处。
侠溪穴的主治？,"1、惊悸。
2、头痛、眩晕、颊肿、耳鸣、耳聋、目赤肿痛等头面五官病证。
3、胁疼痛、膝股痛、足肿痛等痛证。
4、乳痈。
5、热病。"
侠溪穴的刺法？,直刺0.3~0.5寸。
侠溪穴属于哪一条经络？,足少阳胆经，荥穴。
足窍阴穴的定位？,在足趾，第4趾末节外侧，趾甲根角侧后方0.1寸。
足窍阴穴的主治？,"1、头痛、目赤肿痛、耳鸣、耳聋、喉痹等头面五官病证。
2、胸胁痛，足蹬肿痛。
3、不寐。
4、热病。"
足窍阴穴的刺法？,浅刺0.1~0.2寸；或点刺出血。
足窍阴穴属于哪一条经络？,足少阳胆经，井穴。
足厥阴肝经的循行原文？,《灵枢．经脉》：肝足厥阴之脉，起于大指丛毛之际，上循足跗上廉，去内踝一寸，上踝八寸，交出太阴之后，上腘内廉，循股阴，入毛中，环阴器，抵小腹，夹胃，属肝，络胆，上贯膈，布胁肋，循喉咙之后，上入颃颡，连目系，上出于额部，与督脉会于巅。其支者，从目系下颊里，环唇内。其支者，复从肝别贯膈，上注肺。
足厥阴肝经经的主治？,"1、肝胆病： 黄疸，胸胁胀痛，呕逆及肝风内动所致的中风、头痛、眩晕、惊风等。
2、妇科病、前阴病：月经不调、痛经、崩漏、带下、遗尿、小便不利等。
3、经脉循行部位的其他病证：下肢痹痛、麻木、不遂等。"
足厥阴肝经有多少个穴位？,左右各14穴，分别为大敦、行间、太冲、中封、蠡沟、中都、膝关、曲泉、阴包、足五里、阴廉、急脉、章门、期门。
足厥阴肝经的起止点？,起于大敦，止于期门。
大敦穴的定位？,在足趾，大趾末节外侧，趾甲根角侧后方0.1寸。
大敦穴的主治？,"1、疝气，少腹痛。
2、遗尿、瘾闭、五淋、尿血等前阴病。
3、月经不调、崩漏、阴挺等妇科病。
4、癫痫。"
大敦穴的刺法？,浅刺0.1~0.2寸；或点刺出血。
大敦穴属于哪一条经络？,足厥阴肝经，井穴。
行间穴的定位？,在足背，第1、2趾间，趾蹼缘后方赤白肉际处。
行间穴的主治？,"1、中风、癫痫、头痛、目眩、目赤肿痛、青盲、口歪等肝经风热病证。
2、月经不调、痛经、闭经、崩漏、带下等妇科病。
3、阴中痛，疝气。
4、遗尿、瘫闭、五淋等泌尿系病证。
5、胸胁满痛。"
行间穴的刺法？,直刺0.5~0.8寸。
行间穴属于哪一条经络？,足厥阴肝经，荥穴。
太冲穴的定位？,在足背，第1、2跖骨间，跖骨底结合部前方凹陷中，或触及动脉搏动。
太冲穴的主治？,"1、中风、癫狂痫、小儿惊风、头痛、眩晕、耳鸣、目赤肿痛、口歪、咽痛等肝经风热病证。
2、月经不调、痛经、经闭、崩漏、带下、滞产等妇产科病证。
3、黄疸、胁痛、口苦、腹胀、呕逆等肝胃病证。
4、瘾闭，遗尿。
5、下肢痿痹，足附肿痛。"
太冲穴的刺法？,直刺0.5~1寸。
太冲穴属于哪一条经络？,足厥阴肝经，输穴；原穴。
中封穴的定位？,足厥阴肝经，经穴。
中封穴的主治？,"1、疝气。
2、阴缩，阴茎痛，遗精。
3、小便不利。
4、腰痛、少腹痛、内踝肿痛等痛证。"
中封穴的刺法？,直刺0.5~0.8寸。
中封穴属于哪一条经络？,足厥阴肝经，经穴。
蠡沟穴的定位？,在小腿内侧，内踝尖上5寸，胫骨内侧面的中央。
蠡沟穴的主治？,"1、月经不调、赤白带下、阴挺、阴痒等妇科病证。
2、小便不利。
3、疝气，睾丸肿痛。
4、足胫疼痛。"
蠡沟穴的刺法？,平刺0.5~0.8寸。
蠡沟穴属于哪一条经络？,足厥阴肝经，络穴。
中都穴的定位？,在小腿内侧，内踝尖上7寸，胫骨内侧面的中央。
中都穴的主治？,"1、疝气，小腹痛。
2、崩漏，恶露不尽。
3、泄泻。
4、下肢痿痹。"
